1,400821,The Butterfly Effect,https://genius.com/Dope-dod-the-butterfly-effect-lyrics,/Dope-dod-the-butterfly-effect-lyrics,https://images.genius.com/789fecf61b93dc3fb27d696ffdfa07f4.500x500x1.jpg,24,3,13533,Dope D.O.D.,https://genius.com/artists/Dope-dod,https://images.genius.com/06102b26d4f478a369792a9ee13ce43c.640x640x1.jpg
1,61368,The Butterfly Effect,https://genius.com/Lowkey-the-butterfly-effect-lyrics,/Lowkey-the-butterfly-effect-lyrics,https://images.genius.com/9837cc6cb7dc16390ac94255275a9647.220x219x1.jpg,9,,472,Lowkey,https://genius.com/artists/Lowkey,https://images.genius.com/6d11dd11ca7170e1eb780b9a6664cf49.322x322x1.jpg
1,59504,The Butterfly Effect,https://genius.com/Charles-hamilton-the-butterfly-effect-lyrics,/Charles-hamilton-the-butterfly-effect-lyrics,https://images.genius.com/c71f56cd5a5d822683318a1ef43c930f.500x500x1.jpg,1,,409,Charles Hamilton,https://genius.com/artists/Charles-hamilton,https://images.genius.com/2cd6e23436a4898210818f8a2d5f4e21.1000x666x1.jpg
1,104528,The Butterfly Effect,https://genius.com/Tiger-fang-the-butterfly-effect-lyrics,/Tiger-fang-the-butterfly-effect-lyrics,https://assets.genius.com/images/default_cover_image.png?1506708799,10,,32531,Tiger Fang,https://genius.com/artists/Tiger-fang,https://assets.genius.com/images/default_avatar_300.png?1506708799
1,472457,The Butterfly Effect (Monarch),https://genius.com/Marley-brooker-the-butterfly-effect-monarch-lyrics,/Marley-brooker-the-butterfly-effect-monarch-lyrics,https://images.rapgenius.com/3f1d192f9aadedfb20ce8c6ee47995f3.960x960x1.jpg,1,,120448,Marley Brooker,https://genius.com/artists/Marley-brooker,https://assets.genius.com/images/default_avatar_300.png?1506708799
1,181067,The Butterfly Effect,https://genius.com/Chavis-chandler-the-butterfly-effect-lyrics,/Chavis-chandler-the-butterfly-effect-lyrics,https://assets.genius.com/images/default_cover_image.png?1506708799,1,,26001,Chavis Chandler,https://genius.com/artists/Chavis-chandler,https://assets.genius.com/images/default_avatar_300.png?1506708799
1,436089,The Butterfly Effect,https://genius.com/Raiza-biza-the-butterfly-effect-lyrics,/Raiza-biza-the-butterfly-effect-lyrics,https://images.genius.com/d9503e0719c4b81f103a3deca6d4e152.1000x1000x1.jpg,1,,183428,Raiza Biza,https://genius.com/artists/Raiza-biza,https://images.genius.com/d378185abb1ecbe7d103454f4377c25c.547x547x1.jpg
1,1133096,Perfection,https://genius.com/The-butterfly-effect-perfection-lyrics,/The-butterfly-effect-perfection-lyrics,https://images.genius.com/b02f07fee51df937e91251a158a99c9e.500x500x1.jpg,1,,356473,The Butterfly Effect,https://genius.com/artists/The-butterfly-effect,https://assets.genius.com/images/default_avatar_300.png?1506708799
1,1642002,Pure,https://genius.com/The-butterfly-effect-pure-lyrics,/The-butterfly-effect-pure-lyrics,https://images.genius.com/b02f07fee51df937e91251a158a99c9e.500x500x1.jpg,1,,356473,The Butterfly Effect,https://genius.com/artists/The-butterfly-effect,https://assets.genius.com/images/default_avatar_300.png?1506708799
1,986800,Everybody Runs,https://genius.com/The-butterfly-effect-everybody-runs-lyrics,/The-butterfly-effect-everybody-runs-lyrics,https://images.genius.com/c723b54f8caf65248f0a76acb74d35de.600x600x1.jpg,1,,356473,The Butterfly Effect,https://genius.com/artists/The-butterfly-effect,https://assets.genius.com/images/default_avatar_300.png?1506708799
